,Gene,Pathway
1,pst:PSPTO_0699,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0699,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0699,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0699,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4495,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4495,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4495,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0955,Fructose and mannose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0955,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2737,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2737,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3814,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3814,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4399,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4399,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4399,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4399,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4399,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4399,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Lysine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2618,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5171,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5171,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5277,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5277,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4144,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4144,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1079,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1079,Polyketide sugar unit biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1079,Acarbose and validamycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1079,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1079,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5127,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_5127,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5127,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5127,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5127,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2685,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2685,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2685,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2685,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2685,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0169,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0169,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0169,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0169,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0169,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2348,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2348,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2348,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2348,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2348,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3668,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3668,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3668,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4394,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4394,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4394,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0960,beta-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0960,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0960,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0960,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5461,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3551,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3551,Styrene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3551,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3551,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5006,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0082,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0082,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0082,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0082,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0082,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0082,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1523,Lysine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1523,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1523,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1523,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0224,Lysine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0224,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0224,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0224,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0224,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0224,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1081,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1081,Polyketide sugar unit biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1081,Acarbose and validamycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1081,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1081,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1077,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1077,Polyketide sugar unit biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1077,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1077,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1080,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1080,Polyketide sugar unit biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1080,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1080,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0954,Fructose and mannose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0954,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0954,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0954,Phosphotransferase system (PTS) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4410,D-Glutamine and D-glutamate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4410,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4410,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4413,Lysine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4413,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4413,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3344,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3344,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3344,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3344,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5270,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5270,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Ascorbate and aldarate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1891,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,beta-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Glycerolipid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Chloroalkane and chloroalkene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Limonene and pinene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1891,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2950,Xylene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2950,Toluene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2950,Aminobenzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2950,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2950,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2950,Degradation of aromatic compounds - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0186,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0186,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0417,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0417,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1356,Atrazine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1356,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1356,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4496,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4496,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5126,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_5126,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5126,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5126,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5126,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4859,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_4859,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4859,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4859,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4859,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0494,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0494,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0129,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0129,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0129,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0129,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0498,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0498,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3842,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3842,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3842,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4407,D-Glutamine and D-glutamate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4407,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4407,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5118,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5118,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5118,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0495,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0495,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0170,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0170,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0170,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Monobactam biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Selenocompound metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4433,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Monobactam biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Selenocompound metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4432,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1553,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1553,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0085,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0085,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2341,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2341,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2341,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2341,Degradation of aromatic compounds - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4829,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4829,Carbapenem biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4829,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4829,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4829,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4829,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Starch and sucrose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0959,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4449,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4449,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0604,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0604,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0604,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0604,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0604,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0604,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5338,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5338,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5338,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5338,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0690,Riboflavin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0690,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0690,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0690,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0962,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0962,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0543,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0543,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0594,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0594,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0594,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0594,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0594,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5154,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5154,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5154,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5154,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2739,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2739,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1746,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Vitamin B6 metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1746,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2210,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2210,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2210,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2210,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2019,Vitamin B6 metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2019,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3959,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3959,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4179,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4179,Selenocompound metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4179,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4179,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4179,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1744,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1744,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0693,Riboflavin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0693,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0693,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1459,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
